pattern_id,pattern_type,description,severity,detection_count,last_seen,created_at,feature_vector
SIG-0181,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 181: detected in retail channel with medium confidence.,medium,99,2026-01-03,2024-03-25,"[0.2738, 1.0363, -1.1412, 0.4504, -0.3593, -0.6767, -1.7989, 1.1459, 0.2562, -0.0895, -0.1973, -1.0522, -1.3229, -0.1642, -1.7938, -1.1604, 0.1437, -2.0374, 0.7509, -0.2597, 0.2149, -0.9461, -0.6879, -0.3451, 0.7319, -0.2472, 0.0833, -0.5331, -0.6413, 0.8471, 0.3024, -1.9387, 0.578, 1.693, -1.7786, -0.1099, 0.9405, 0.2835, -0.2256, -0.4647, -1.4944, -0.8509, 0.4288, 0.9738, 0.9543, 0.7279, -0.1161, 0.4746, 4.0071, 0.0001, -0.671, 0.3971, 0.1152, 0.2255, -1.113, -1.0808, -0.7412, -0.951, -0.4217, 1.0511, 2.4489, -0.0596, -1.2425, -0.4959]"
SIG-0182,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 182: detected in retail channel with high confidence.,medium,4205,2026-01-27,2024-12-07,"[0.3175, -0.8869, 0.447, 0.2875, 0.2177, -0.206, 0.4468, -0.3622, -0.0275, -0.8524, 1.4136, -1.0705, 0.8286, -0.0819, 0.7575, 0.3526, -0.3001, -0.0852, -1.6205, -0.8994, -1.3559, 0.1975, 0.2505, -1.198, 0.4527, -0.3901, -1.2095, 0.8053, -0.1242, -1.8755, 0.9562, 0.2515, -0.8276, -0.5465, -0.9446, -1.9475, 0.1951, -0.172, 0.0878, 1.025, -1.2121, -2.15, 0.5912, 0.7671, 0.2635, -0.7556, -0.8092, 0.745, 0.5268, 1.1395, 0.1277, -0.889, -0.1473, -0.9987, -0.1958, 0.3284, 0.1764, 0.1553, 1.6683, -1.1293, 0.6579, -0.5384, 0.9336, 0.0182]"
SIG-0183,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 183: detected in international channel with medium confidence.,high,3890,2026-01-01,2025-05-10,"[-0.8665, -0.3375, 0.3287, -0.7477, -0.9336, 1.1159, 1.7345, -0.6683, 0.7474, -0.3955, 1.6884, -0.7815, 1.0882, -0.1578, 1.7992, -0.6852, 0.2429, 0.1132, 0.6359, -0.0816, 0.2535, 1.3677, 0.0549, -0.6734, -0.2601, 0.9767, -0.3737, -0.5539, 0.4703, 0.7579, 0.6657, -0.9776, 0.7261, 0.1906, 1.4767, 0.7954, -0.7942, 0.322, -1.7953, -0.0584, 0.4241, 0.4667, 0.4357, -1.5159, -1.1689, 0.5551, 0.572, -0.1619, 0.6012, 0.7465, -0.5482, 0.2704, -2.1071, 1.7919, -0.2375, -0.683, 0.2163, 0.2737, 0.8623, 1.6501, -0.7248, -0.5963, 0.496, 0.818]"
SIG-0184,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 184: detected in p2p channel with medium confidence.,medium,2376,2026-01-11,2024-08-24,"[0.5897, 0.5045, -1.05, -0.8857, 0.2831, 0.775, -1.089, 0.6938, 0.0576, -2.6507, 0.0202, 0.3488, 0.0914, -0.9973, 0.1163, -0.171, -0.5209, 0.1214, -1.2722, -0.8982, -0.903, -0.6476, -0.7163, -1.1339, 0.1966, 0.881, -1.5452, 0.4694, 0.6725, 0.7624, 0.0324, 2.8196, 1.1005, -0.3756, -0.6515, 1.1709, 0.7852, 1.5319, -1.2321, -0.6437, -1.5158, 0.5228, -0.9149, 0.553, -0.347, 0.3523, 0.1676, 0.3639, 2.0658, -0.0043, -1.0301, 0.0813, 0.5843, 1.2239, 0.8035, -1.3402, -0.0921, 0.3917, 0.6616, 0.7873, -1.4127, -1.4422, -0.0947, -0.051]"
SIG-0185,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 185: detected in retail channel with medium confidence.,medium,4962,2025-12-21,2025-09-10,"[-0.9468, -0.171, 0.2062, 0.9296, -0.4303, 0.3419, 0.7552, 0.0697, -0.7502, -0.1291, 2.1784, -0.3787, -0.6658, -0.5075, -1.3818, -0.3849, 1.0953, -0.4661, 1.1533, 0.3606, 0.3348, -0.0483, 1.1755, -0.9533, -1.7317, 0.0231, -1.964, 0.8009, 0.9179, 0.5246, 1.2836, 0.0072, 0.4041, -0.6984, -0.1463, -1.1936, -1.8402, -2.1501, -0.3097, 1.583, -1.3015, 0.9762, 0.478, 0.9991, 0.1019, -0.0595, 0.2169, -0.58, 0.6819, -0.5171, 0.9817, -0.1595, -0.735, 0.7892, 0.5634, 1.4346, 0.6135, 0.5267, -1.647, -0.1014, -0.7467, 1.6729, -0.4776, 1.7624]"
SIG-0186,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 186: detected in p2p channel with medium confidence.,high,2818,2026-02-18,2025-11-10,"[-1.0285, -0.6413, 1.5191, -0.0536, -0.6384, -0.2684, 0.5498, -0.3766, -0.7468, -0.213, -1.1198, -0.7366, -1.0595, -0.2443, -0.5932, 0.0992, -2.5094, -1.786, 1.2877, 1.1313, 1.2914, 1.0452, -1.787, 0.5357, 2.1345, 0.4912, -0.2074, 0.447, 0.9414, -1.566, 0.5017, 0.0934, -0.8984, -0.8284, 0.6463, 1.085, 0.9652, -0.8552, -0.5341, 0.873, 0.4217, 0.6203, -2.3609, 0.7131, 0.5319, 0.0215, 1.1758, -1.5837, 0.9709, 0.4783, 0.4287, -0.4657, 1.7156, 1.6676, -0.8102, -0.9535, -2.2679, -1.0809, -1.4217, 2.6653, 1.3229, 0.3181, 0.5771, -0.9596]"
SIG-0187,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 187: detected in atm channel with medium confidence.,high,1258,2026-01-02,2024-10-26,"[-0.1065, 0.2682, -0.4946, 0.5198, -0.8781, -0.3794, 0.07, -0.557, -0.2618, -1.0794, -0.6492, -1.259, -0.4407, 0.4384, 1.3766, 0.4569, -0.0169, -1.7455, -0.0098, 0.7683, -0.4586, -0.0675, 0.2662, -0.3976, -1.7444, 0.8356, -0.5933, 1.1486, -0.517, 0.6077, -0.6605, 0.4448, -0.218, -0.1826, 0.2751, 0.339, 0.7268, -0.5369, -0.6625, -1.1652, -1.2735, 1.0451, 0.5376, -0.8657, -0.2457, -0.8132, -0.1643, 0.5244, -0.1844, 1.0111, 0.3842, 0.1695, -0.0699, -0.9257, 0.3577, 0.3639, 0.3094, 1.578, -0.4333, 1.0136, 2.2098, 0.461, -0.3658, -1.782]"
SIG-0188,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 188: detected in wire channel with high confidence.,medium,331,2026-01-01,2025-09-23,"[-0.6634, -1.6236, -0.0112, -0.0523, -0.2733, -1.066, -0.3687, -0.6808, -0.9078, -0.3381, 1.5123, 1.1765, -1.5878, -0.3331, 1.3293, 0.2342, -1.1277, 0.4772, -0.3203, 1.0755, 0.9204, -2.6217, 0.9025, -0.3644, -1.5508, -1.4348, -0.1869, 0.4864, -0.0385, -2.0375, 0.5301, -1.2132, 0.7067, 0.3146, -0.3021, -1.1202, 0.7977, -1.3845, 0.4109, 0.8779, -0.1852, 1.1234, 1.4798, 0.311, 0.1225, -0.8931, -0.2166, -0.3301, -1.0901, -0.6088, -1.0895, 0.1896, 0.0142, 0.7226, 0.6344, 1.5895, -1.3154, 1.6704, -0.0079, -0.2241, -2.5481, 1.0895, 1.0501, 1.7879]"
SIG-0189,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 189: detected in international channel with medium confidence.,critical,1549,2026-02-04,2024-05-28,"[-1.2682, -0.2693, -0.2237, -2.6206, -1.4364, -0.1218, 0.2964, 0.433, 0.5257, -0.2623, 0.7977, 0.1159, -0.1567, 1.8891, 0.7337, -0.6857, 0.9146, -0.0035, 1.3782, 1.22, -0.6435, -1.1614, 0.4179, -1.289, -0.8138, -0.4596, 0.5016, 0.2489, 0.0609, 0.2756, -1.0961, -1.2081, 1.1581, 0.424, -0.0554, 0.9103, 1.1356, -0.4394, 0.321, -0.5641, 0.0535, 0.0955, -1.7778, 1.6486, 2.1019, -0.6549, -1.1301, -0.6831, -0.1917, 0.4728, 0.5265, -1.0124, -1.2192, 1.2382, 0.0587, 0.28, 0.824, -1.7194, -0.1976, 1.1384, 0.9411, -0.6482, -0.6893, -0.5219]"
SIG-0190,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 190: detected in wire channel with high confidence.,critical,730,2026-03-02,2025-09-12,"[1.3884, -1.6216, 0.6585, -1.1106, -0.7328, -0.6168, 0.6093, 0.2796, -0.2828, -1.8227, 0.6547, 0.9447, 1.3519, -0.6258, -0.3993, -0.6423, -0.069, -0.5974, -0.5855, -0.2168, -0.5803, -0.3538, 0.3264, 0.6535, -0.1094, -0.4436, 0.7458, -0.0979, -0.8971, 0.0282, -0.9759, 0.6807, 1.1194, -0.6438, 0.6205, -1.2707, -0.9415, -0.6954, -0.698, -1.2545, -0.41, 1.1618, -0.0921, -0.6646, 1.3075, -1.2067, 0.9528, 0.0814, 0.3689, 0.2167, 1.2393, 0.9641, 0.0885, 0.2849, -0.063, 1.1013, -2.1713, -0.6524, -0.1781, 0.1988, -2.2262, 0.6715, -0.6479, 1.2953]"
SIG-0191,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 191: detected in p2p channel with high confidence.,medium,2122,2026-02-25,2025-01-15,"[-0.1211, -2.0356, -0.1412, -1.54, 0.4091, -1.2162, -0.0283, 0.3564, -1.2584, 0.5881, -0.7679, 1.086, 0.4732, -0.3431, 0.2064, -0.5652, -1.0915, 0.1759, -1.2454, -1.4857, -1.6467, 0.2247, -0.1024, 1.2416, -1.2602, 0.2855, -2.2292, 0.0728, 1.9727, 1.5307, 0.1058, 0.0094, -1.311, 1.5037, -0.2037, -0.6891, -1.6518, -0.0196, -2.0281, 0.8958, 1.4949, 1.3039, -1.4011, -0.4349, 2.1841, -0.1795, 0.5914, -1.5393, 2.311, -2.1295, -0.3286, 1.8983, 0.6579, 0.0809, -0.7434, 0.1619, -1.5199, 0.4345, -0.5413, -0.07, -0.3006, 1.5463, 1.3346, -0.7531]"
SIG-0192,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 192: detected in wire channel with medium confidence.,medium,1027,2026-01-30,2024-06-30,"[-0.2107, -0.6144, -1.092, -1.0431, 0.4663, -0.1218, -0.3545, -0.8965, -0.8376, -0.7933, 0.4681, -0.8269, 0.4838, 0.7742, -0.369, -1.9662, 0.6045, -1.2778, 1.9971, -1.0698, 0.7406, 0.5261, -0.1621, -0.4117, -0.2352, -0.6076, -0.8805, 0.1615, 0.9687, 0.0817, 1.5638, 0.1315, -0.2021, 1.1289, -1.9968, -0.0182, -0.7589, 0.4659, 1.7845, -0.2019, 0.952, -0.8872, 0.9952, -0.7867, 0.6251, 0.5927, 1.3553, -1.973, -0.985, 0.1967, -0.7239, 0.4307, -0.4545, -1.2979, -0.6216, -0.5717, -0.5808, -0.7668, -0.1493, -1.9731, -0.5732, -0.029, 0.1095, -0.3526]"
SIG-0193,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 193: detected in atm channel with medium confidence.,medium,3401,2026-01-10,2024-10-21,"[1.2072, -0.25, -0.1868, -1.5308, 0.0747, 0.7448, 0.0867, 0.566, 0.4441, -1.196, -2.279, -1.125, 1.6265, -0.0584, -0.5601, -0.3477, 0.464, -0.2981, -0.8457, -0.743, -1.2136, -1.3868, -0.4875, -0.2792, 1.3373, 1.0128, 0.8211, 0.7787, 0.0184, 0.4074, 0.8679, 1.3599, -0.0882, 0.4761, 0.8791, -1.2438, 0.0572, -0.7867, -0.9785, -0.1728, 0.1044, 0.4928, 0.0734, -0.2752, 0.745, -0.1756, 0.7638, 1.5183, 0.3947, 2.3713, 2.2437, -1.3529, -0.9565, 0.4152, 0.3791, -0.3704, 0.6582, 0.5062, -1.4339, -0.4135, -1.8176, 0.1339, -1.1076, 2.8083]"
SIG-0194,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 194: detected in retail channel with medium confidence.,high,1665,2026-01-26,2025-06-20,"[-0.2416, 1.1526, 0.1882, -0.3769, 1.9283, -0.1614, -0.1141, 0.4715, -0.015, 0.3669, 0.9884, -1.6904, -0.3174, 1.7892, -0.6782, -0.6867, 2.283, 1.6614, -0.2589, 0.1474, -1.5711, -0.3093, 0.9472, -0.5361, -0.8515, -0.3426, -0.2738, -0.9648, 2.6949, -0.2418, -0.263, -0.2302, -2.3423, -0.3923, -0.9634, -0.8052, -0.5516, -1.2623, 0.479, -0.0806, -0.6686, 0.2047, -0.2976, -0.3629, -0.8258, -0.5524, -0.6819, -0.631, 0.0623, 1.7321, 1.0727, 0.0369, 0.4087, -1.9055, 1.2585, 0.7818, -0.1591, -0.999, -0.3015, 0.2469, 0.018, -1.0765, -0.9004, -0.5133]"
SIG-0195,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 195: detected in p2p channel with medium confidence.,medium,2247,2026-01-04,2025-04-19,"[-1.4598, -2.615, -0.2525, 0.3015, -0.5248, 0.0168, 0.6003, -0.4101, 1.5932, 2.4707, 0.9123, -1.6469, -1.981, -0.2668, 0.8101, 0.7414, 0.7198, 1.8188, -0.0378, 0.9917, 1.5792, 0.4511, -0.2502, -1.0996, -1.0332, -0.1198, 1.7835, -0.2359, -0.3205, 0.3864, -2.2566, -1.1611, -0.5372, 0.32, -0.8883, 1.3252, 0.1235, 0.598, -1.5589, 0.2337, 0.6069, -0.4132, -1.087, 0.6709, -1.5342, -0.0495, 0.4865, 0.7954, -0.1564, 0.65, -0.1429, -0.4221, -0.2012, 0.4609, -0.0785, 0.6697, 0.2109, 0.0768, -0.4447, -0.7364, 1.9295, -0.5013, 1.4974, -0.6806]"
SIG-0196,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 196: detected in international channel with medium confidence.,high,1384,2026-02-28,2025-04-01,"[-0.85, -1.7845, 0.1679, -1.9032, 1.1762, -1.9935, 1.2737, 0.1392, -0.32, -0.0014, 0.4282, -0.071, 1.0789, -0.1697, 1.394, -1.1141, -0.2582, -0.7824, -0.9519, -0.2562, 0.9512, -2.0952, -0.6873, 0.4987, 0.3676, -0.7513, -1.7192, -1.712, 0.6005, -0.2599, -0.6327, -0.1, -0.8086, 0.1912, -0.0719, 0.747, -1.285, 1.2245, -1.2815, 0.7153, 2.4195, -0.0486, -1.3247, 0.1608, -0.3438, 1.1251, -2.0738, 1.3549, 0.5379, 1.2043, -0.4793, -2.3525, -0.3738, -1.3242, 0.2852, 0.2634, -0.2814, 1.1071, 0.953, 0.5864, 0.1885, 1.0075, -0.2882, 1.1515]"
SIG-0197,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 197: detected in international channel with high confidence.,high,2342,2026-02-10,2024-08-23,"[-0.6708, -1.1478, -0.7856, -0.7399, 1.5459, -0.7272, 2.2661, -0.8551, 1.5109, -1.2949, 1.9815, 0.893, 1.3013, -0.0759, 1.2232, 0.976, -0.1532, 0.9951, -0.6834, 1.1474, 0.6947, -1.2238, 0.1873, 0.0678, -0.4296, -0.4743, 1.0015, -2.2466, 0.9523, -0.8093, 1.0102, -0.063, -1.4071, -1.4733, -0.1846, -0.8063, -0.8703, 0.2627, 0.0799, -0.0729, -0.0762, 0.8877, -0.6118, -0.2821, 0.3349, 0.1037, -0.852, 1.415, -1.6535, 0.6942, -2.2403, 0.0524, -0.8177, -0.0971, -0.5832, 0.578, -0.0505, 0.8481, 0.0137, 0.5926, -1.0645, 1.2489, 0.8027, -1.1083]"
SIG-0198,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 198: detected in retail channel with high confidence.,high,3474,2026-03-04,2025-03-10,"[-0.2543, -3.1466, -0.6507, -2.0023, 0.4783, -0.8506, -1.704, 0.4647, -0.8068, -0.5777, 1.2075, -1.6064, 0.018, -1.2349, 0.2616, -0.5889, -0.4972, 0.836, 0.1587, 0.2678, -0.5208, -0.7289, -0.5305, 0.3869, 0.0012, -0.4906, 0.0269, -0.6984, -1.4101, 0.9687, 0.3962, -1.3684, -0.7313, -1.6226, 0.4672, 0.5326, 0.2855, -1.0717, -1.0795, -0.6553, 0.2334, 1.3656, 0.3894, 0.1577, -0.246, -1.5776, 0.0027, 2.5917, 1.1145, 0.0261, -0.368, -1.083, -1.3497, 1.8923, 0.4603, -0.0048, 0.5828, -1.1086, -0.6071, -0.1197, 0.9993, -1.3764, 0.8811, -0.2311]"
SIG-0199,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 199: detected in retail channel with high confidence.,critical,635,2026-02-13,2025-08-25,"[-0.1066, 0.3605, 0.2747, 0.2262, -1.3062, -1.3108, -1.1676, -0.3564, 0.802, 0.2176, -0.9342, -0.4548, 1.784, -0.9104, -0.5977, -0.8442, 1.0581, -0.5239, 0.2429, -1.1005, 0.8689, -0.0511, -1.2184, 2.3535, -0.1652, 1.7436, 0.0501, -0.9631, 0.2554, -0.2181, -1.2199, 2.6066, 0.6701, -0.2528, 0.9941, -1.144, 0.1893, 0.1411, 0.6393, -0.3065, -0.9122, 0.0152, 0.8203, -1.0119, -0.2332, 0.1526, -1.3459, -0.3053, -0.9864, 2.017, -1.5483, -0.6415, -0.46, 0.0173, 0.5571, 2.112, -1.7583, 0.5382, 0.52, -1.7595, 0.6316, 0.7283, -0.1346, 0.0786]"
SIG-0200,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 200: detected in wire channel with medium confidence.,high,3120,2026-02-11,2024-04-23,"[0.0678, -0.2528, -1.0376, -0.5008, 0.9462, -0.0332, -0.2908, 0.546, 0.2196, 0.721, -1.1627, -1.4914, 0.16, 0.8123, -0.941, 0.5377, -0.6848, 0.2418, 0.724, 2.1412, -0.2642, 0.3976, -0.0674, 0.0909, 1.0415, 0.2574, -1.7852, -0.1744, 0.0141, 0.7437, -0.5482, -0.7978, -0.8135, -0.2948, -0.6432, 0.7929, -0.2064, -0.3192, -0.1558, 1.445, -0.5276, -0.0028, -1.0307, 0.1866, -0.3104, 2.1584, -0.22, -0.7795, 0.559, -0.7646, -1.2234, -0.3848, -0.9395, -1.5538, 0.6749, -1.2575, -1.2337, -0.2431, -0.375, -0.6977, 0.0276, 0.0012, -0.2695, 1.4377]"
